x,y,TOTAL_SNOW,LOCAL_DAY,STATION_NAME,MIN_REL_HUMIDITY,MEAN_TEMPERATURE_FLAG,DIRECTION_MAX_GUST_FLAG,MIN_TEMPERATURE,TOTAL_PRECIPITATION,COOLING_DEGREE_DAYS,MAX_TEMPERATURE,TOTAL_RAIN,LOCAL_DATE,HEATING_DEGREE_DAYS_FLAG,TOTAL_SNOW_FLAG,MAX_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE,ID,MAX_TEMPERATURE_FLAG,SNOW_ON_GROUND,LOCAL_YEAR,MAX_REL_HUMIDITY,HEATING_DEGREE_DAYS,TOTAL_RAIN_FLAG,CLIMATE_IDENTIFIER,MIN_TEMPERATURE_FLAG,PROVINCE_CODE,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,SNOW_ON_GROUND_FLAG,TOTAL_PRECIPITATION_FLAG,LOCAL_MONTH,MIN_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST
-73.66666666666667,45.45,0,26,COTE ST LUC,,,,1.1,0,0,11.1,0,1960-11-26 00:00:00,,,,6.1,7021945.1960.11.26,,,1960,,11.9,,7021945,,QC,,,,,11,,,
-73.66666666666667,45.45,0,27,COTE ST LUC,,,,1.7,0,0,10,0,1960-11-27 00:00:00,,,,5.9,7021945.1960.11.27,,,1960,,12.1,,7021945,,QC,,,,,11,,,
-73.66666666666667,45.45,0,28,COTE ST LUC,,,,-3.9,10.4,0,8.3,10.4,1960-11-28 00:00:00,,,,2.2,7021945.1960.11.28,,,1960,,15.8,,7021945,,QC,,,,,11,,,
-73.66666666666667,45.45,0,29,COTE ST LUC,,,,-1.1,4.3,0,9.5,4.3,1960-11-29 00:00:00,,,,4.2,7021945.1960.11.29,,,1960,,13.8,,7021945,,QC,,,,,11,,,
-73.66666666666667,45.45,0,30,COTE ST LUC,,,,-2.2,0,0,0.6,0,1960-11-30 00:00:00,,,,-0.8,7021945.1960.11.30,,,1960,,18.8,,7021945,,QC,,,,,11,,,
-73.66666666666667,45.45,0,1,COTE ST LUC,,,,-6.7,0,0,-2.2,0,1960-12-01 00:00:00,,,,-4.5,7021945.1960.12.1,,,1960,,22.5,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,0,2,COTE ST LUC,,,,-7.2,0,0,2.8,0,1960-12-02 00:00:00,,,,-2.2,7021945.1960.12.2,,,1960,,20.2,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,0,3,COTE ST LUC,,,,-3.9,0,0,5.6,0,1960-12-03 00:00:00,,,,0.9,7021945.1960.12.3,,,1960,,17.1,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,0,4,COTE ST LUC,,,,-2.2,0,0,4.4,0,1960-12-04 00:00:00,,,,1.1,7021945.1960.12.4,,,1960,,16.9,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,0,5,COTE ST LUC,,,,-1.7,0,0,7.8,0,1960-12-05 00:00:00,,,,3.1,7021945.1960.12.5,,,1960,,14.9,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,0,6,COTE ST LUC,,,,3.3,1.3,0,12.2,1.3,1960-12-06 00:00:00,,,,7.8,7021945.1960.12.6,,,1960,,10.2,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,0,7,COTE ST LUC,,,,-1.7,0,0,2.8,0,1960-12-07 00:00:00,,T,,0.6,7021945.1960.12.7,,,1960,,17.4,,7021945,,QC,,,,T,12,,,
-73.66666666666667,45.45,0,8,COTE ST LUC,,,,-12.8,0,0,-6.1,0,1960-12-08 00:00:00,,T,,-9.5,7021945.1960.12.8,,,1960,,27.5,,7021945,,QC,,,,T,12,,,
-73.66666666666667,45.45,9.9,9,COTE ST LUC,,,,-16.1,9.9,0,-1.1,0,1960-12-09 00:00:00,,,,-8.6,7021945.1960.12.9,,,1960,,26.6,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,0,10,COTE ST LUC,,,,-16.1,0,0,-8.3,0,1960-12-10 00:00:00,,,,-12.2,7021945.1960.12.10,,,1960,,30.2,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,0,11,COTE ST LUC,,,,-20.6,0,0,-13.3,0,1960-12-11 00:00:00,,,,-17,7021945.1960.12.11,,,1960,,35,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,0,12,COTE ST LUC,,,,-17.2,0,0,-12.8,0,1960-12-12 00:00:00,,,,-15,7021945.1960.12.12,,,1960,,33,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,0,13,COTE ST LUC,,,,-18.9,0,0,-11.1,0,1960-12-13 00:00:00,,T,,-15,7021945.1960.12.13,,,1960,,33,,7021945,,QC,,,,T,12,,,
-73.66666666666667,45.45,4.3,14,COTE ST LUC,,,,-16.1,4.3,0,-2.8,0,1960-12-14 00:00:00,,,,-9.5,7021945.1960.12.14,,,1960,,27.5,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,0,15,COTE ST LUC,,,,-4.4,0,0,1.7,0,1960-12-15 00:00:00,,,,-1.4,7021945.1960.12.15,,,1960,,19.4,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,0,16,COTE ST LUC,,,,-1.1,0,0,1.7,0,1960-12-16 00:00:00,,,,0.3,7021945.1960.12.16,,,1960,,17.7,T,7021945,,QC,,,,T,12,,,
-73.66666666666667,45.45,0,17,COTE ST LUC,,,,-18.3,0,0,-2.8,0,1960-12-17 00:00:00,,,,-10.6,7021945.1960.12.17,,,1960,,28.6,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,0.8,18,COTE ST LUC,,,,-10,0.8,0,-1.7,0,1960-12-18 00:00:00,,,,-5.9,7021945.1960.12.18,,,1960,,23.9,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,0.5,19,COTE ST LUC,,,,-5.6,0.5,0,-1.7,0,1960-12-19 00:00:00,,,,-3.7,7021945.1960.12.19,,,1960,,21.7,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,0.5,20,COTE ST LUC,,,,-16.1,0.5,0,-6.7,0,1960-12-20 00:00:00,,,,-11.4,7021945.1960.12.20,,,1960,,29.4,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,1.5,21,COTE ST LUC,,,,-10.6,1.5,0,-4.4,0,1960-12-21 00:00:00,,,,-7.5,7021945.1960.12.21,,,1960,,25.5,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,0,22,COTE ST LUC,,,,-18.9,0,0,-10,0,1960-12-22 00:00:00,,T,,-14.5,7021945.1960.12.22,,,1960,,32.5,,7021945,,QC,,,,T,12,,,
-73.66666666666667,45.45,0,23,COTE ST LUC,,,,-12.8,0,0,-9.5,0,1960-12-23 00:00:00,,,,-11.2,7021945.1960.12.23,,,1960,,29.2,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,0,24,COTE ST LUC,,,,-18.9,0,0,-8.3,0,1960-12-24 00:00:00,,,,-13.6,7021945.1960.12.24,,,1960,,31.6,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,17.8,25,COTE ST LUC,,,,-16.7,17.8,0,0,0,1960-12-25 00:00:00,,,,-8.4,7021945.1960.12.25,,,1960,,26.4,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,1.8,26,COTE ST LUC,,,,-7.8,1.8,0,1.7,0,1960-12-26 00:00:00,,,,-3.1,7021945.1960.12.26,,,1960,,21.1,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,0,27,COTE ST LUC,,,,-21.1,0,0,-18.3,0,1960-12-27 00:00:00,,,,-19.7,7021945.1960.12.27,,,1960,,37.7,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,0,28,COTE ST LUC,,,,-23.4,0,0,-12.2,0,1960-12-28 00:00:00,,,,-17.8,7021945.1960.12.28,,,1960,,35.8,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,0,29,COTE ST LUC,,,,-12.2,0,0,-3.3,0,1960-12-29 00:00:00,,,,-7.8,7021945.1960.12.29,,,1960,,25.8,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,1.3,30,COTE ST LUC,,,,-11.1,1.3,0,0.6,0,1960-12-30 00:00:00,,,,-5.3,7021945.1960.12.30,,,1960,,23.3,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,5.1,31,COTE ST LUC,,,,-12.8,5.1,0,-5,0,1960-12-31 00:00:00,,,,-8.9,7021945.1960.12.31,,,1960,,26.9,,7021945,,QC,,,,,12,,,
-73.66666666666667,45.45,15.2,1,COTE ST LUC,,,,-12.8,15.2,0,-8.3,0,1961-01-01 00:00:00,,,,-10.6,7021945.1961.1.1,,,1961,,28.6,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,2,COTE ST LUC,,,,-12.8,0,0,-10,0,1961-01-02 00:00:00,,T,,-11.4,7021945.1961.1.2,,,1961,,29.4,,7021945,,QC,,,,T,1,,,
-73.66666666666667,45.45,1.3,3,COTE ST LUC,,,,-15,1.3,0,-10.6,0,1961-01-03 00:00:00,,,,-12.8,7021945.1961.1.3,,,1961,,30.8,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,4,COTE ST LUC,,,,-14.5,0,0,-10.6,0,1961-01-04 00:00:00,,T,,-12.6,7021945.1961.1.4,,,1961,,30.6,,7021945,,QC,,,,T,1,,,
-73.66666666666667,45.45,0,5,COTE ST LUC,,,,-18.3,0,0,-9.5,0,1961-01-05 00:00:00,,,,-13.9,7021945.1961.1.5,,,1961,,31.9,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,5.1,6,COTE ST LUC,,,,-13.9,5.1,0,-2.8,0,1961-01-06 00:00:00,,,,-8.4,7021945.1961.1.6,,,1961,,26.4,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,3.8,7,COTE ST LUC,,,,-9.5,3.8,0,1.1,0,1961-01-07 00:00:00,,,,-4.2,7021945.1961.1.7,,,1961,,22.2,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,7.6,8,COTE ST LUC,,,,-8.3,7.6,0,-2.8,0,1961-01-08 00:00:00,,,,-5.6,7021945.1961.1.8,,,1961,,23.6,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,9,COTE ST LUC,,,,-12.8,0,0,-8.3,0,1961-01-09 00:00:00,,,,-10.6,7021945.1961.1.9,,,1961,,28.6,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,10,COTE ST LUC,,,,-17.2,0,0,-4.4,0,1961-01-10 00:00:00,,,,-10.8,7021945.1961.1.10,,,1961,,28.8,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,11,COTE ST LUC,,,,-12.8,0,0,1.1,0,1961-01-11 00:00:00,,,,-5.9,7021945.1961.1.11,,,1961,,23.9,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,12,COTE ST LUC,,,,-18.3,0,0,-10.6,0,1961-01-12 00:00:00,,,,-14.5,7021945.1961.1.12,,,1961,,32.5,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,13,COTE ST LUC,,,,-13.9,0,0,-1.1,0,1961-01-13 00:00:00,,,,-7.5,7021945.1961.1.13,,,1961,,25.5,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,14,COTE ST LUC,,,,-12.2,0,0,3.9,0,1961-01-14 00:00:00,,,,-4.2,7021945.1961.1.14,,,1961,,22.2,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,15,COTE ST LUC,,,,-14.5,0,0,-8.3,0,1961-01-15 00:00:00,,,,-11.4,7021945.1961.1.15,,,1961,,29.4,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,16,COTE ST LUC,,,,-13.9,0,0,-6.7,0,1961-01-16 00:00:00,,,,-10.3,7021945.1961.1.16,,,1961,,28.3,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,17,COTE ST LUC,,,,-13.9,0,0,1.7,0,1961-01-17 00:00:00,,,,-6.1,7021945.1961.1.17,,,1961,,24.1,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,18,COTE ST LUC,,,,-18.3,0,0,-15,0,1961-01-18 00:00:00,,,,-16.7,7021945.1961.1.18,,,1961,,34.7,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,19,COTE ST LUC,,,,-27.2,0,0,-17.2,0,1961-01-19 00:00:00,,,,-22.2,7021945.1961.1.19,,,1961,,40.2,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,20,COTE ST LUC,,,,-22.2,0,0,-15,0,1961-01-20 00:00:00,,,,-18.6,7021945.1961.1.20,,,1961,,36.6,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,21,COTE ST LUC,,,,-20.6,0,0,-16.1,0,1961-01-21 00:00:00,,,,-18.4,7021945.1961.1.21,,,1961,,36.4,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,22,COTE ST LUC,,,,-22.8,0,0,-15.6,0,1961-01-22 00:00:00,,T,,-19.2,7021945.1961.1.22,,,1961,,37.2,,7021945,,QC,,,,T,1,,,
-73.66666666666667,45.45,2.5,23,COTE ST LUC,,,,-23.4,2.5,0,-13.3,0,1961-01-23 00:00:00,,,,-18.4,7021945.1961.1.23,,,1961,,36.4,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,24,COTE ST LUC,,,,-22.2,0,0,-13.9,0,1961-01-24 00:00:00,,,,-18.1,7021945.1961.1.24,,,1961,,36.1,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,25,COTE ST LUC,,,,-23.4,0,0,-17.2,0,1961-01-25 00:00:00,,,,-20.3,7021945.1961.1.25,,,1961,,38.3,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,26,COTE ST LUC,,,,-22.2,0,0,-16.7,0,1961-01-26 00:00:00,,,,-19.5,7021945.1961.1.26,,,1961,,37.5,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0.8,27,COTE ST LUC,,,,-20.6,0.8,0,-10,0,1961-01-27 00:00:00,,,,-15.3,7021945.1961.1.27,,,1961,,33.3,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0.8,28,COTE ST LUC,,,,-16.1,0.8,0,-10,0,1961-01-28 00:00:00,,,,-13.1,7021945.1961.1.28,,,1961,,31.1,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,29,COTE ST LUC,,,,-15,0,0,-8.3,0,1961-01-29 00:00:00,,,,-11.7,7021945.1961.1.29,,,1961,,29.7,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,30,COTE ST LUC,,,,-21.7,0,0,-11.7,0,1961-01-30 00:00:00,,,,-16.7,7021945.1961.1.30,,,1961,,34.7,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,31,COTE ST LUC,,,,-21.1,0,0,-12.2,0,1961-01-31 00:00:00,,,,-16.7,7021945.1961.1.31,,,1961,,34.7,,7021945,,QC,,,,,1,,,
-73.66666666666667,45.45,0,1,COTE ST LUC,,,,-26.1,0,0,-18.3,0,1961-02-01 00:00:00,,,,-22.2,7021945.1961.2.1,,,1961,,40.2,,7021945,,QC,,,,,2,,,
-73.66666666666667,45.45,0,2,COTE ST LUC,,,,-25,0,0,-18.3,0,1961-02-02 00:00:00,,,,-21.7,7021945.1961.2.2,,,1961,,39.7,,7021945,,QC,,,,,2,,,
-73.66666666666667,45.45,0,3,COTE ST LUC,,,,-21.7,0,0,-9.5,0,1961-02-03 00:00:00,,,,-15.6,7021945.1961.2.3,,,1961,,33.6,,7021945,,QC,,,,,2,,,
